Amount,Frequency,Recency
306.84,43,358
909.9599999999999,51,42
1487.6,2,129
1952.4499999999998,88,0
483.25999999999993,106,19
157.9,6,205
541.4599999999999,34,13
854.9500000000002,27,94
167.61999999999998,46,18
1107.3799999999999,64,13
454.0099999999999,49,23
901.2100000000007,152,7
4012.559999999999,177,6
344.13999999999993,29,331
1498.5100000000014,299,49
226.75,12,70
362.8999999999999,26,28
185.64999999999998,8,242
3457.7799999999975,417,7
124.73999999999998,6,190
440.1999999999999,52,4
215.72000000000003,45,252
10736.109999999991,452,0
175.27,29,235
1227.3000000000002,36,6
1133.0700000000004,214,108
1240.2000000000003,23,99
2404.170000000001,253,59
1479.22,201,1
2215.020000000001,167,72
3911.5599999999995,215,3
993.1799999999995,50,84
388.7900000000001,83,11
2827.929999999999,270,22
2044.3700000000003,55,213
161.67000000000002,13,17
116.01,9,238
5050.769999999997,565,1
-1165.2999999999997,15,49
309.36,63,216
193.42000000000007,59,32
1103.9200000000003,238,40
3947.8699999999994,582,3
1992.759999999999,142,52
4509.37,319,22
390.0699999999999,100,56
329.6,14,129
571.2,3,173
971.5800000000002,78,5
218.52000000000004,77,311
81.44,4,59
1336.1,27,20
527.05,33,32
843.4799999999997,50,14
2047.0000000000011,315,17
75.75000000000001,5,80
1784.1200000000008,124,5
503.59999999999985,26,169
528.33,39,1
1242.3399999999997,72,30
2361.9700000000034,297,35
265.93000000000006,24,8
547.06,35,30
108.5,7,275
621.6600000000001,5,86
712.2900000000002,40,119
101.55000000000001,8,372
2768.9799999999996,169,0
995.6599999999997,54,218
133.06,7,64
1789.55,92,60
861.74,53,134
166.07999999999998,8,20
3886.670000000001,239,11
4737.1299999999965,270,24
1175.88,50,28
117.54999999999998,22,276
2571.7400000000025,93,10
1674.69,82,72
485.87999999999994,23,10
2954.7500000000014,161,3
196.0,45,140
1788.27,90,25
604.64,43,18
728.1599999999999,18,3
2055.5099999999993,117,65
347.74999999999994,15,0
3406.7200000000003,68,42
205.7,11,227
1284.0800000000002,61,15
3106.6200000000003,115,43
1622.2200000000016,228,0
551.0400000000001,27,73
20098.09999999997,721,0
1383.2700000000004,79,3
16219.22,321,1
298.10999999999996,16,263
1992.1100000000006,30,52
184.39999999999998,11,23
2459.3300000000004,119,9
239.41,15,43
3191.5299999999993,130,16
5739.460000000007,286,6
4748.450000000001,258,29
290.40000000000003,19,357
733.4399999999999,47,126
187.02,18,135
283.12000000000006,15,141
765.34,35,131
2201.050000000001,126,37
338.95000000000005,19,235
154.95000000000002,8,260
2508.89,146,16
417.95000000000005,24,252
1719.7200000000003,80,29
798.7399999999999,55,34
885.1899999999998,31,168
1781.1199999999992,108,2
10097.369999999995,395,3
152.39999999999998,5,184
267.08000000000004,35,187
137.45,7,169
385.1,23,10
522.91,29,44
153.0,10,320
326.4,1,200
5505.790000000001,254,22
139.35,6,231
5367.800000000004,278,37
1195.94,50,25
2380.6399999999994,120,95
3276.4,10,126
995.6500000000002,45,57
3371.1300000000006,198,15
1042.55,67,8
2515.680000000001,169,3
5288.829999999997,220,2
878.2000000000002,83,78
303.97,18,372
692.1899999999998,35,38
700.63,43,53
13110.019999999991,690,1
337.4899999999999,26,8
168.24,10,8
1863.3500000000001,99,18
2786.05,48,11
355.11,15,112
2291.079999999999,137,3
98.80000000000001,8,234
64.65,2,99
674.5199999999999,35,177
1797.5699999999997,193,4
80.64,1,358
1739.9199999999994,93,0
5585.4899999999925,742,0
3456.7000000000025,412,18
834.9899999999998,95,16
287.59,25,21
712.78,19,32
15.0,1,262
818.8200000000002,75,50
371.87999999999994,57,158
271.20000000000005,21,14
2273.1800000000003,105,7
3960.6299999999997,313,12
1143.2699999999995,38,198
245.81,54,56
182.76999999999998,53,10
1215.4600000000003,157,96
56.4,3,254
665.86,194,24
642.17,84,20
188.01999999999998,12,158
283.4699999999997,67,71
131.94000000000003,13,52
278.74,72,84
1865.1899999999994,134,152
1117.9,5,73
225.9,14,280
1965.5500000000013,190,26
106.1,10,29
323.03999999999996,58,24
350.3899999999999,46,179
697.9000000000002,82,39
780.4300000000003,111,21
3026.0799999999967,410,21
1199.01,104,36
1251.84,147,81
512.31,10,73
546.0399999999998,43,10
4627.619999999998,64,15
7677.709999999991,872,3
732.1600000000001,141,12
1714.6000000000024,378,13
36.55999999999999,17,36
387.6799999999999,33,3
3661.069999999999,49,71
-24.049999999999997,5,190
298.4,13,50
1995.460000000001,220,4
1599.9700000000007,82,8
889.24,30,298
398.7,23,1
35.400000000000006,2,32
155.3700000000001,61,49
350.63999999999993,61,2
110.21,24,46
1560.5300000000007,172,41
2312.7000000000007,137,26
338.80000000000007,56,41
40340.78000000009,7983,1
205.48000000000002,37,302
51.56,5,106
2033.1,1,84
901.2000000000003,51,80
605.8,26,217
5288.630000000009,312,301
114.34,24,11
311.26,15,184
208.96999999999997,17,372
1393.7900000000002,17,1
26763.339999999997,56,2
5155.659999999998,199,5
148.21,25,304
252.79999999999998,58,368
2059.2000000000007,223,2
330.9,11,323
3159.9999999999995,148,58
597.5000000000002,102,12
10158.539999999994,389,30
325.7,10,142
622.7500000000002,81,29
428.1799999999999,40,106
1889.400000000002,280,1
155.89999999999998,10,204
1764.3600000000004,46,79
658.2600000000002,47,184
237.61,12,169
379.45000000000005,26,43
178.51999999999998,6,173
458.91999999999985,26,364
133.35000000000002,8,303
671.7699999999994,145,2
717.4499999999994,117,3
190.18999999999997,64,11
899.6099999999999,109,31
111.35,10,128
525.78,81,18
203.87,21,211
602.0900000000005,94,322
203.85999999999993,34,161
244.10000000000002,28,55
112.25000000000004,16,224
1119.8100000000004,193,71
97.99999999999997,16,43
256.32,2,22
541.0999999999999,115,172
152.06,28,84
155.79999999999998,32,158
14.999999999999993,11,164
110.38000000000001,19,28
178.91999999999993,39,20
800.24,34,70
72.9,12,246
243.2799999999999,58,373
366.23,39,8
295.61000000000007,40,309
411.6,59,58
336.4299999999999,80,3
341.2799999999999,94,44
1304.04,23,87
4204.0999999999885,696,3
826.5200000000003,145,63
207.50000000000003,1,281
2894.33,38,0
244.08,1,372
397.29,21,132
212.54000000000005,23,44
834.5,6,10
1740.4799999999998,39,35
408.36,65,133
1331.5699999999997,90,28
704.25,21,51
145.79,29,137
389.8399999999999,77,4
4301.22,43,8
99.14000000000003,12,159
1983.5800000000004,23,48
304.56,2,130
77.50000000000001,2,7
149.58,20,232
176.68,9,36
358.56000000000006,1,146
52750.84000000001,79,0
472.12000000000006,72,71
990.8400000000003,21,39
2295.370000000001,489,4
557.3,19,198
12.75,1,248
111.67999999999998,31,65
508.4599999999999,7,116
73.78,26,170
1296.4400000000012,249,20
102.82999999999998,35,141
471.6999999999999,104,31
2622.569999999998,329,37
1098.43,68,37
123.07000000000002,48,371
277.34999999999997,85,373
228.2,14,165
582.5899999999999,31,210
136.04,31,241
337.04,15,51
740.7899999999995,179,24
4393.6100000000015,297,14
353.18999999999994,65,371
288.14,21,28
300.91999999999996,12,364
737.8100000000001,147,35
811.4499999999999,30,165
152.68000000000006,48,144
634.9499999999999,23,21
20.8,1,55
198.57,13,184
191.17,39,11
630.84,29,236
93.35,5,224
629.6899999999999,84,121
76.1,2,281
1511.3000000000025,180,73
382.05999999999995,93,36
417.23,58,11
169.46999999999997,40,361
249.71999999999989,60,3
444.68,22,22
2116.19,30,69
252.24000000000004,33,234
174.79999999999998,14,256
102.79,28,372
187.29000000000005,31,154
166.42000000000002,32,27
120.03,46,3
1483.56,123,31
523.0,3,80
122.13999999999996,29,107
38.45,5,51
668.1100000000002,191,35
236.78000000000003,22,152
115.30999999999999,21,98
220.69999999999996,10,3
73.5,5,333
97.97000000000004,34,64
422.8800000000001,112,21
730.4000000000001,53,35
405.6199999999999,96,31
70.02,19,153
357.20000000000005,19,18
4161.139999999996,474,11
165.04999999999998,7,53
559.5099999999996,121,24
2085.649999999999,128,3
189.39999999999995,47,44
172.29000000000002,7,202
74.4,5,358
297.07000000000005,21,65
6752.14,363,6
363.65,19,287
170.16,3,9
296.71,21,8
2119.4099999999994,46,21
720.5200000000001,27,172
814.0,7,132
2380.080000000001,138,5
318.0,10,74
396.3300000000001,37,39
101.69999999999999,1,288
2021.8200000000004,472,25
453.0,25,257
-5.5067062021407764e-14,36,154
3864.440000000002,76,113
489.6,13,373
2538.7200000000007,153,22
2633.009999999999,227,7
336.13,29,216
3651.969999999997,127,44
1231.5,2,18
343.45,17,35
703.3699999999997,73,25
87.52999999999999,2,15
689.95,29,329
101.33999999999999,7,273
3770.12,7,97
167.66999999999996,39,60
9065.760000000002,90,1
2083.42,38,92
3017.2999999999993,70,81
580.05,21,312
911.1500000000001,213,11
2692.85,109,7
168.31000000000003,19,126
223.65,41,10
256438.49000000005,433,0
754.6400000000002,38,36
113.48000000000002,18,37
430.6999999999999,39,329
264.65,19,248
7925.319999999997,454,1
206.05,49,18
352.69,26,11
76.32000000000001,1,368
220.1,28,289
1418.0300000000013,378,67
320.71999999999997,74,25
5595.76999999997,1284,10
181.11999999999998,30,367
111.14999999999999,17,213
673.1000000000001,32,148
1826.2100000000016,364,7
589.4399999999999,36,23
1141.3399999999992,197,29
206.83000000000007,56,60
348.7299999999999,47,18
112.55,14,242
1045.7400000000002,71,8
715.4999999999999,2,210
681.9100000000001,20,28
761.8299999999998,39,62
152.65,8,294
8393.219999999996,162,16
-35.400000000000006,1,360
1014.8999999999999,18,150
1000.1599999999997,61,116
2888.750000000001,43,7
2861.5500000000006,221,12
160.35,10,140
179.33999999999997,7,45
612.08,16,50
566.5800000000002,37,31
653.3499999999999,38,134
399.18999999999994,21,2
347.82000000000005,28,74
734.94,140,12
451.7500000000001,35,8
530.1500000000002,23,300
638.0600000000002,39,56
1612.7899999999997,81,9
394.70000000000005,25,30
302.46000000000004,10,176
1355.51,43,3
1133.64,140,175
202.65000000000003,9,60
980.3100000000002,38,32
1208.5099999999995,56,58
7490.170000000001,197,14
2106.84,31,86
104.0,1,6
448.65,33,353
1314.1699999999994,75,30
1573.4099999999996,99,113
1793.1700000000008,90,8
1843.75,119,4
382.79999999999995,44,23
600.5200000000001,44,217
49.8,1,14
304.25,17,248
1998.49,72,14
1084.34,69,77
274.51,16,191
207.79999999999998,7,261
957.9699999999999,45,71
212.96000000000004,18,150
895.9999999999999,9,63
689.1300000000003,141,94
5083.060000000003,166,3
163.8,32,105
1396.9900000000007,68,199
160.42000000000002,19,156
1979.3,202,70
517.36,32,35
139.10000000000002,8,28
2621.379999999999,134,1
600.07,42,25
248.41999999999993,43,325
232.48000000000002,15,236
299.34000000000003,13,88
481.75,26,30
621.75,31,28
626.38,24,205
2019.7700000000004,115,2
297.78000000000003,4,219
1033.31,65,21
443.0,19,92
6315.230000000003,299,1
158.95000000000002,10,263
5361.02,286,2
5192.100000000004,245,38
93.75,5,217
769.1999999999999,32,49
7276.900000000001,164,11
2716.5999999999995,89,8
2066.170000000001,126,191
582.47,40,81
440.0,1,325
1796.48,104,71
882.24,49,29
987.0999999999998,61,2
1561.6099999999997,88,218
422.58000000000004,6,45
2058.090000000001,105,9
2232.49,78,71
2507.5599999999995,177,6
596.0999999999999,4,23
783.02,49,113
95.34,8,16
342.92,22,300
4314.719999999999,16,86
526.6699999999996,98,50
103.3,6,88
-50.1,4,354
2265.38,123,38
2338.600000000001,42,24
2595.000000000001,140,172
324.23999999999995,21,42
149.48,13,139
1211.0800000000002,62,22
801.5100000000001,46,71
0.0,2,133
138.89999999999998,8,357
238.95000000000005,13,37
3064.78,170,2
204.0,3,1
1.2434497875801753e-14,22,17
323.3599999999999,16,20
97.63,9,57
173.89999999999998,9,73
180.6,10,277
80.82,7,180
176.59999999999997,13,7
2094.880000000003,756,3
1837.2799999999997,70,42
